File Name,Reference,Verse
0-1287145.jpg,,"Don't worry about the future.
"
1-1517162.jpg,,"This is the day that the LORD has made.
"
2-1647972.jpg,,"Believe your prayers will be answered.
"
3-147411.jpg,,"Every day is a gift from God.
"
4-2440021.jpg,,"Where the Spirit of the Lord is, there is freedom.
"
5-1643113.jpg,,"When you stress it, pray about it.
"
6-1770809.jpg,,"Thank you God for another day.
"
7-1819631.jpg,,"At the right time, I, the Lord, will make it happen.
"
8-1179229.jpg,,"God says you are more than a conqueror.
"
9-3756718.jpg,,"Go to God first.
"
10-614484.jpg,,"I can do all things through Him who strengthens me.
"
11-2591408.jpg,,"God's word never fails.
"
12-3464632.jpg,,"God is greater than your fears.
"
13-4064432.jpg,,"God is greater than the highs and lows.
"
14-1752372.jpg,,"He is risen.
"
15-2387873.jpg,,"God's ways > my ways
"
16-1078983.jpg,,"No prayer is too small for God.
"
17-2310641.jpg,,"I am not lucky, I am blessed.
"
18-3584430.jpg,,"I will refresh the weary and satisfy the faint.
"
19-2310641.jpg,,"Jesus loves you on your bad days too.
"
20-1834407.jpg,,"With God all things are possible.
"
21-884547.jpg,,"Put your trust in the one who holds it all.
"
22-614484.jpg,,"Keep God first.
"
23-345522.jpg,,"God, thank you.
"
24-963713.jpg,,"God is always on time.
"
25-2707645.jpg,,"God heard you. Be patient.
"
26-1819631.jpg,,"Thank God before it happens.
"
27-345522.jpg,,"God will never let you down.
"
28-1450082.jpg,,"Jesus heals.
"
29-675764.jpg,,"God is patient with you.
"
30-2707645.jpg,,"I will strengthen you and help you.
"
31-3560044.jpg,,"God makes no mistakes.
"
32-2627945.jpg,,"Love never fails.
"
33-1743165.jpg,,"I have hidden your word in my heart.
"
34-1287145.jpg,,"Always be joyful. Never stop praying.
"
35-1647972.jpg,,"Don't worry about the future.
"
36-849403.jpg,,"Less on me, more of him.
"
37-3584430.jpg,,"Focus on God.
"
38-1459534.jpg,,"God has a plan.
"
39-3464632.jpg,,"God is with you.
"
40-2724664.jpg,,"Jesus changes everything.
"
41-1770809.jpg,,"My future is in God's hands.
"
42-147411.jpg,,"God is for you.
"
43-3756718.jpg,,"Lord, guide me in every situation.
"
44-2583833.jpg,,"God is fighting for you.
"
45-1785493.jpg,,"Don't forget to pray today.
"
46-2402995.jpg,,"Pray in the good times too.
"
47-2683365.jpg,,"Every word of God proves true.
"
48-2387873.jpg,,"God so loved.
"
49-614484.jpg,,"Be anxious for nothing.
"
50-2591408.jpg,,"One prayer can do a lot.
"
51-3560044.jpg,,"Lord, guide me.
"
52-1450082.jpg,,"Abide in Him.
"
53-2402995.jpg,,"God's plan is worthy waiting for.
"
54-808465.jpg,,"Choose worship over worry.
"
55-2724664.jpg,,"God is always with you.
"
