File Name,Reference,Verse
0-1761279.jpg,,"Don't worry about the future.
"
1-1179229.jpg,,"This is the day that the LORD has made.
"
2-2583833.jpg,,"Believe your prayers will be answered.
"
3-3584430.jpg,,"Every day is a gift from God.
"
4-147411.jpg,,"Where the Spirit of the Lord is, there is freedom.
"
5-2707645.jpg,,"When you stress it, pray about it.
"
6-2310641.jpg,,"Thank you God for another day.
"
7-884547.jpg,,"At the right time, I, the Lord, will make it happen.
"
8-1785493.jpg,,"God says you are more than a conqueror.
"
9-1743165.jpg,,"Go to God first.
"
10-3225517.jpg,,"I can do all things through Him who strengthens me.
"
11-2627945.jpg,,"God's word never fails.
"
12-1144687.jpg,,"God is greater than your fears.
"
13-3560044.jpg,,"God is greater than the highs and lows.
"
14-1770809.jpg,,"He is risen.
"
15-147411.jpg,,"God's ways > my ways
"
16-2583833.jpg,,"No prayer is too small for God.
"
17-2310641.jpg,,"I am not lucky, I am blessed.
"
18-345522.jpg,,"I will refresh the weary and satisfy the faint.
"
19-614484.jpg,,"Jesus loves you on your bad days too.
"
20-1643113.jpg,,"With God all things are possible.
"
21-3464632.jpg,,"Put your trust in the one who holds it all.
"
22-1287145.jpg,,"Keep God first.
"
23-1752372.jpg,,"God, thank you.
"
24-675764.jpg,,"God is always on time.
"
25-1647972.jpg,,"God heard you. Be patient.
"
26-2437295.jpg,,"Thank God before it happens.
"
27-1496373.jpg,,"God will never let you down.
"
28-1743165.jpg,,"Jesus heals.
"
29-1770809.jpg,,"God is patient with you.
"
30-3227984.jpg,,"I will strengthen you and help you.
"
31-1078983.jpg,,"God makes no mistakes.
"
32-1819631.jpg,,"Love never fails.
"
33-808465.jpg,,"I have hidden your word in my heart.
"
34-2707645.jpg,,"Always be joyful. Never stop praying.
"
35-1078983.jpg,,"Don't worry about the future.
"
36-1834399.jpg,,"Less on me, more of him.
"
37-1834407.jpg,,"Focus on God.
"
38-1496373.jpg,,"God has a plan.
"
39-1144687.jpg,,"God is with you.
"
40-1752372.jpg,,"Jesus changes everything.
"
41-1752372.jpg,,"My future is in God's hands.
"
42-1819631.jpg,,"God is for you.
"
