File Name,Reference,Verse
0-1287145.jpg,,"Don't worry about the future.
"
1-2724664.jpg,,"This is the day that the LORD has made.
"
2-1770809.jpg,,"Believe your prayers will be answered.
"
3-1496373.jpg,,"Every day is a gift from God.
"
4-1834407.jpg,,"Where the Spirit of the Lord is, there is freedom.
"
5-1785493.jpg,,"When you stress it, pray about it.
"
6-1144687.jpg,,"Thank you God for another day.
"
7-2627945.jpg,,"At the right time, I, the Lord, will make it happen.
"
8-2310641.jpg,,"God says you are more than a conqueror.
"
9-3464632.jpg,,"Go to God first.
"
10-1647972.jpg,,"I can do all things through Him who strengthens me.
"
11-2387873.jpg,,"God's word never fails.
"
12-1459534.jpg,,"God is greater than your fears.
"
13-2310641.jpg,,"God is greater than the highs and lows.
"
14-1078983.jpg,,"He is risen.
"
15-2440021.jpg,,"God's ways > my ways
"
16-1785493.jpg,,"No prayer is too small for God.
"
17-1752372.jpg,,"I am not lucky, I am blessed.
"
18-1834407.jpg,,"I will refresh the weary and satisfy the faint.
"
19-2707645.jpg,,"Jesus loves you on your bad days too.
"
20-1496373.jpg,,"With God all things are possible.
"
21-2662116.jpg,,"Put your trust in the one who holds it all.
"
22-1834407.jpg,,"Keep God first.
"
23-2440021.jpg,,"God, thank you.
"
24-1179229.jpg,,"God is always on time.
"
25-2437295.jpg,,"God heard you. Be patient.
"
26-808465.jpg,,"Thank God before it happens.
"
27-1496373.jpg,,"God will never let you down.
"
28-1752372.jpg,,"Jesus heals.
"
29-4064432.jpg,,"God is patient with you.
"
30-1144687.jpg,,"I will strengthen you and help you.
"
31-1450082.jpg,,"God makes no mistakes.
"
32-1643113.jpg,,"Love never fails.
"
33-2310641.jpg,,"I have hidden your word in my heart.
"
34-3584430.jpg,,"Always be joyful. Never stop praying.
"
35-1179229.jpg,,"Don't worry about the future.
"
36-1770809.jpg,,"Less on me, more of him.
"
37-1743165.jpg,,"Focus on God.
"
38-3584430.jpg,,"God has a plan.
"
39-1459534.jpg,,"God is with you.
"
40-1459534.jpg,,"Jesus changes everything.
"
41-2707645.jpg,,"My future is in God's hands.
"
42-675764.jpg,,"God is for you.
"
43-1834399.jpg,,"Lord, guide me in every situation.
"
44-2724664.jpg,,"God is fighting for you.
"
45-1785493.jpg,,"Don't forget to pray today.
"
46-2707645.jpg,,"Pray in the good times too.
"
47-1819631.jpg,,"Every word of God proves true.
"
48-1179229.jpg,,"God so loved.
"
49-1450082.jpg,,"Be anxious for nothing.
"
50-3227984.jpg,,"One prayer can do a lot.
"
51-675764.jpg,,"Lord, guide me.
"
52-1770809.jpg,,"Abide in Him.
"
53-3756718.jpg,,"God's plan is worthy waiting for.
"
54-1517162.jpg,,"Choose worship over worry.
"
55-2583833.jpg,,"God is always with you.
"
56-884547.jpg,,"God's plan, not mine.
"
57-2591408.jpg,,"Prayer is a relationship with God.
"
58-2437295.jpg,,"When you wake up, pray.
"
59-1761279.jpg,,"Give it to God.
"
60-2437295.jpg,,"Jesus is the permanent fix to our problems.
"
61-3756718.jpg,,"God is able.
"
62-2683365.jpg,,"You have to let God handle it.
"
63-963713.jpg,,"God listens when you pray.
"
64-2524874.jpg,,"Never get tired of doing good.
"
65-4064432.jpg,,"When everything else fails. God doesn't.
"
66-2524874.jpg,,"Set you minds on things above.
"
67-1834399.jpg,,"God keeps his promises.
"
68-2662116.jpg,,"You are never too lost to be found.
"
69-1743165.jpg,,"In His presence there is fullness of joy.
"
70-1078983.jpg,,"Let my life be an example.
"
