File Name,Reference,Verse
0-2437295.jpg,,"Don't worry about the future.
"
1-1459534.jpg,,"This is the day that the LORD has made.
"
2-2402995.jpg,,"Believe your prayers will be answered.
"
3-1785493.jpg,,"Every day is a gift from God.
"
4-1752372.jpg,,"Where the Spirit of the Lord is, there is freedom.
"
5-849403.jpg,,"When you stress it, pray about it.
"
6-1496373.jpg,,"Thank you God for another day.
"
7-1496373.jpg,,"At the right time, I, the Lord, will make it happen.
"
8-2524874.jpg,,"God says you are more than a conqueror.
"
9-3225517.jpg,,"Go to God first.
"
10-2662116.jpg,,"I can do all things through Him who strengthens me.
"
11-963713.jpg,,"God's word never fails.
"
12-1179229.jpg,,"God is greater than your fears.
"
13-2583833.jpg,,"God is greater than the highs and lows.
"
14-2440021.jpg,,"He is risen.
"
15-4064432.jpg,,"God's ways > my ways
"
16-3756718.jpg,,"No prayer is too small for God.
"
17-3584430.jpg,,"I am not lucky, I am blessed.
"
18-2591408.jpg,,"I will refresh the weary and satisfy the faint.
"
19-808465.jpg,,"Jesus loves you on your bad days too.
"
20-2662116.jpg,,"With God all things are possible.
"
21-1179229.jpg,,"Put your trust in the one who holds it all.
"
22-1450082.jpg,,"Keep God first.
"
23-3227984.jpg,,"God, thank you.
"
24-1761279.jpg,,"God is always on time.
"
25-614484.jpg,,"God heard you. Be patient.
"
26-1770809.jpg,,"Thank God before it happens.
"
27-1761279.jpg,,"God will never let you down.
"
28-3584430.jpg,,"Jesus heals.
"
29-1834407.jpg,,"God is patient with you.
"
30-3584430.jpg,,"I will strengthen you and help you.
"
31-675764.jpg,,"God makes no mistakes.
"
32-1834399.jpg,,"Love never fails.
"
33-1819631.jpg,,"I have hidden your word in my heart.
"
34-2707645.jpg,,"Always be joyful. Never stop praying.
"
35-3560044.jpg,,"Don't worry about the future.
"
36-3227984.jpg,,"Less on me, more of him.
"
37-1450082.jpg,,"Focus on God.
"
38-2591408.jpg,,"God has a plan.
"
39-1287145.jpg,,"God is with you.
"
40-2310641.jpg,,"Jesus changes everything.
"
41-2724664.jpg,,"My future is in God's hands.
"
42-147411.jpg,,"God is for you.
"
43-1743165.jpg,,"Lord, guide me in every situation.
"
44-3464632.jpg,,"God is fighting for you.
"
45-1517162.jpg,,"Don't forget to pray today.
"
46-2440021.jpg,,"Pray in the good times too.
"
47-2662116.jpg,,"Every word of God proves true.
"
48-2437295.jpg,,"God so loved.
"
49-2387873.jpg,,"Be anxious for nothing.
"
50-1450082.jpg,,"One prayer can do a lot.
"
51-1834399.jpg,,"Lord, guide me.
"
52-1144687.jpg,,"Abide in Him.
"
53-147411.jpg,,"God's plan is worthy waiting for.
"
54-1761279.jpg,,"Choose worship over worry.
"
55-675764.jpg,,"God is always with you.
"
56-1078983.jpg,,"God's plan, not mine.
"
57-1517162.jpg,,"Prayer is a relationship with God.
"
58-2627945.jpg,,"When you wake up, pray.
"
59-1643113.jpg,,"Give it to God.
"
60-2440021.jpg,,"Jesus is the permanent fix to our problems.
"
61-2524874.jpg,,"God is able.
"
62-2627945.jpg,,"You have to let God handle it.
"
63-1819631.jpg,,"God listens when you pray.
"
64-2583833.jpg,,"Never get tired of doing good.
"
65-1287145.jpg,,"When everything else fails. God doesn't.
"
66-849403.jpg,,"Set you minds on things above.
"
67-2707645.jpg,,"God keeps his promises.
"
68-1459534.jpg,,"You are never too lost to be found.
"
69-1144687.jpg,,"In His presence there is fullness of joy.
"
70-884547.jpg,,"Let my life be an example.
"
71-2524874.jpg,,"Love casts out fear.
"
72-884547.jpg,,"The LORD confides in those who fear him.
"
73-3756718.jpg,,"Quit overthinking and just pray.
"
74-1144687.jpg,,"Give God your weakness and He will give you His strength.
"
75-2437295.jpg,,"In him you have peace.
"
76-3464632.jpg,,"Trust God when he tells you to wait.
"
77-808465.jpg,,"God knows everything and still he listens.
"
78-1770809.jpg,,"Jesus, I am all in.
"
79-1752372.jpg,,"God has a purpose for your life.
"
80-1078983.jpg,,"He turns my darkness into light.
"
81-1647972.jpg,,"The joy of the Lord is my strength.
"
82-2683365.jpg,,"God, I pray that I would draw closer to you.
"
83-4064432.jpg,,"Your comfort broughts joy to my soul.
"
84-2402995.jpg,,"God loves you unconditionally.
"
85-2387873.jpg,,"God hears your prayer. Trust him timing.
"
86-963713.jpg,,"In you, LORD my God, I put my trust.
"
87-1743165.jpg,,"For no word from God will every fail.
"
88-1643113.jpg,,"Worry doesn't change anything. Prayer does.
"
89-1287145.jpg,,"Faith, Hope, Love.
"
90-1785493.jpg,,"Keep praying as you wait.
"
91-1643113.jpg,,"Reminder: God forgave you.
"
92-3225517.jpg,,"God has given you a spirit of power, of love and of a sound mind.
"
93-3756718.jpg,,"God has not given us a spirit of fear.
"
94-2591408.jpg,,"You are my defender, my place of safety in times of troubles.
"
95-1179229.jpg,,"We love because He first loved us.
"
96-3225517.jpg,,"Even when you are frustrated, seek God.
"
97-2310641.jpg,,"God is faithful.
"
98-2707645.jpg,,"God is all we need.
"
99-345522.jpg,,"Lord, I can't do this on my own.
"
100-1517162.jpg,,"Walk by faith, not by sight.
"
101-1459534.jpg,,"Being a Christian doesn't change what you deal with. It changes how you deal with it.
"
102-3464632.jpg,,"In my weakness, you give me strength.
"
103-3560044.jpg,,"I will refresh the weary and satisfy the faint.
"
104-1785493.jpg,,"Anxiety comes from the world, peace comes from God.
"
105-614484.jpg,,"If God's for you, It doesn't matter what's against you.
"
106-1834399.jpg,,"The Way, The Truth, The Life
"
107-1743165.jpg,,"God is most glorified in us when we are most satisfied in Him.
"
108-2724664.jpg,,"True faith means putting every hope in God's fidelity to His Promises.
"
