File Name,Reference,Verse
0-1785493.jpg,,"Don't worry about the future.
"
1-1647972.jpg,,"This is the day that the LORD has made.
"
2-3227984.jpg,,"Believe your prayers will be answered.
"
3-2683365.jpg,,"Every day is a gift from God.
"
4-1647972.jpg,,"Where the Spirit of the Lord is, there is freedom.
"
5-2524874.jpg,,"When you stress it, pray about it.
"
6-2310641.jpg,,"Thank you God for another day.
"
7-1643113.jpg,,"At the right time, I, the Lord, will make it happen.
"
8-1144687.jpg,,"God says you are more than a conqueror.
"
9-4064432.jpg,,"Go to God first.
"
10-1761279.jpg,,"I can do all things through Him who strengthens me.
"
11-3560044.jpg,,"God's word never fails.
"
12-1517162.jpg,,"God is greater than your fears.
"
13-2387873.jpg,,"God is greater than the highs and lows.
"
14-2627945.jpg,,"He is risen.
"
15-2437295.jpg,,"God's ways > my ways
"
16-849403.jpg,,"No prayer is too small for God.
"
17-1834407.jpg,,"I am not lucky, I am blessed.
"
18-3560044.jpg,,"I will refresh the weary and satisfy the faint.
"
19-614484.jpg,,"Jesus loves you on your bad days too.
"
20-2524874.jpg,,"With God all things are possible.
"
21-147411.jpg,,"Put your trust in the one who holds it all.
"
22-4064432.jpg,,"Keep God first.
"
23-3560044.jpg,,"God, thank you.
"
24-1450082.jpg,,"God is always on time.
"
25-1834407.jpg,,"God heard you. Be patient.
"
26-147411.jpg,,"Thank God before it happens.
"
27-1179229.jpg,,"God will never let you down.
"
28-808465.jpg,,"Jesus heals.
"
29-2627945.jpg,,"God is patient with you.
"
30-614484.jpg,,"I will strengthen you and help you.
"
31-1761279.jpg,,"God makes no mistakes.
"
32-1834399.jpg,,"Love never fails.
"
33-1819631.jpg,,"I have hidden your word in my heart.
"
34-1647972.jpg,,"Always be joyful. Never stop praying.
"
35-1834399.jpg,,"Don't worry about the future.
"
36-2583833.jpg,,"Less on me, more of him.
"
37-2440021.jpg,,"Focus on God.
"
38-808465.jpg,,"God has a plan.
"
39-2662116.jpg,,"God is with you.
"
40-3584430.jpg,,"Jesus changes everything.
"
41-4064432.jpg,,"My future is in God's hands.
"
42-3464632.jpg,,"God is for you.
"
43-1743165.jpg,,"Lord, guide me in every situation.
"
44-3756718.jpg,,"God is fighting for you.
"
45-2724664.jpg,,"Don't forget to pray today.
"
46-3756718.jpg,,"Pray in the good times too.
"
47-884547.jpg,,"Every word of God proves true.
"
48-2387873.jpg,,"God so loved.
"
49-345522.jpg,,"Be anxious for nothing.
"
50-2583833.jpg,,"One prayer can do a lot.
"
51-3225517.jpg,,"Lord, guide me.
"
52-1450082.jpg,,"Abide in Him.
"
53-1819631.jpg,,"God's plan is worthy waiting for.
"
54-963713.jpg,,"Choose worship over worry.
"
55-1643113.jpg,,"God is always with you.
"
56-3225517.jpg,,"God's plan, not mine.
"
57-1179229.jpg,,"Prayer is a relationship with God.
"
58-1450082.jpg,,"When you wake up, pray.
"
59-3225517.jpg,,"Give it to God.
"
60-1834407.jpg,,"Jesus is the permanent fix to our problems.
"
61-884547.jpg,,"God is able.
"
62-3227984.jpg,,"You have to let God handle it.
"
63-675764.jpg,,"God listens when you pray.
"
64-849403.jpg,,"Never get tired of doing good.
"
65-849403.jpg,,"When everything else fails. God doesn't.
"
66-2627945.jpg,,"Set you minds on things above.
"
67-2440021.jpg,,"God keeps his promises.
"
68-1459534.jpg,,"You are never too lost to be found.
"
69-1287145.jpg,,"In His presence there is fullness of joy.
"
70-675764.jpg,,"Let my life be an example.
"
71-345522.jpg,,"Love casts out fear.
"
72-1770809.jpg,,"The LORD confides in those who fear him.
"
73-963713.jpg,,"Quit overthinking and just pray.
"
74-1496373.jpg,,"Give God your weakness and He will give you His strength.
"
75-1743165.jpg,,"In him you have peace.
"
76-1459534.jpg,,"Trust God when he tells you to wait.
"
77-2707645.jpg,,"God knows everything and still he listens.
"
78-1287145.jpg,,"Jesus, I am all in.
"
79-2724664.jpg,,"God has a purpose for your life.
"
80-1752372.jpg,,"He turns my darkness into light.
"
81-614484.jpg,,"The joy of the Lord is my strength.
"
82-3584430.jpg,,"God, I pray that I would draw closer to you.
"
83-675764.jpg,,"Your comfort broughts joy to my soul.
"
84-2707645.jpg,,"God loves you unconditionally.
"
85-2437295.jpg,,"God hears your prayer. Trust him timing.
"
86-147411.jpg,,"In you, LORD my God, I put my trust.
"
87-2402995.jpg,,"For no word from God will every fail.
"
88-1179229.jpg,,"Worry doesn't change anything. Prayer does.
"
89-1785493.jpg,,"Faith, Hope, Love.
"
90-1517162.jpg,,"Keep praying as you wait.
"
91-3227984.jpg,,"Reminder: God forgave you.
"
92-1819631.jpg,,"God has given you a spirit of power, of love and of a sound mind.
"
93-2591408.jpg,,"God has not given us a spirit of fear.
"
94-1144687.jpg,,"You are my defender, my place of safety in times of troubles.
"
95-1517162.jpg,,"We love because He first loved us.
"
