File Name,Reference,Verse
0-2387873.jpg,,"Don't worry about the future.
"
1-2591408.jpg,,"This is the day that the LORD has made.
"
2-614484.jpg,,"Believe your prayers will be answered.
"
3-675764.jpg,,"Every day is a gift from God.
"
4-2724664.jpg,,"Where the Spirit of the Lord is, there is freedom.
"
5-1287145.jpg,,"When you stress it, pray about it.
"
6-3560044.jpg,,"Thank you God for another day.
"
7-3584430.jpg,,"At the right time, I, the Lord, will make it happen.
"
8-1752372.jpg,,"God says you are more than a conqueror.
"
9-1287145.jpg,,"Go to God first.
"
10-808465.jpg,,"I can do all things through Him who strengthens me.
"
11-2707645.jpg,,"God's word never fails.
"
12-2662116.jpg,,"God is greater than your fears.
"
13-1743165.jpg,,"God is greater than the highs and lows.
"
14-2387873.jpg,,"He is risen.
"
15-3584430.jpg,,"God's ways > my ways
"
16-1179229.jpg,,"No prayer is too small for God.
"
17-1647972.jpg,,"I am not lucky, I am blessed.
"
18-2440021.jpg,,"I will refresh the weary and satisfy the faint.
"
19-1517162.jpg,,"Jesus loves you on your bad days too.
"
20-1761279.jpg,,"With God all things are possible.
"
21-2583833.jpg,,"Put your trust in the one who holds it all.
"
22-1643113.jpg,,"Keep God first.
"
23-3227984.jpg,,"God, thank you.
"
24-1647972.jpg,,"God is always on time.
"
25-1450082.jpg,,"God heard you. Be patient.
"
26-1834399.jpg,,"Thank God before it happens.
"
27-3560044.jpg,,"God will never let you down.
"
28-1761279.jpg,,"Jesus heals.
"
29-2591408.jpg,,"God is patient with you.
"
30-2627945.jpg,,"I will strengthen you and help you.
"
31-1459534.jpg,,"God makes no mistakes.
"
32-2583833.jpg,,"Love never fails.
"
33-614484.jpg,,"I have hidden your word in my heart.
"
34-1834399.jpg,,"Always be joyful. Never stop praying.
"
35-345522.jpg,,"Don't worry about the future.
"
36-963713.jpg,,"Less on me, more of him.
"
37-1752372.jpg,,"Focus on God.
"
38-2387873.jpg,,"God has a plan.
"
39-2402995.jpg,,"God is with you.
"
40-1459534.jpg,,"Jesus changes everything.
"
41-963713.jpg,,"My future is in God's hands.
"
42-2437295.jpg,,"God is for you.
"
43-1752372.jpg,,"Lord, guide me in every situation.
"
44-3584430.jpg,,"God is fighting for you.
"
