File Name,Reference,Verse
0-1459534.jpg,,"Don't worry about the future.
"
1-2524874.jpg,,"This is the day that the LORD has made.
"
2-1078983.jpg,,"Believe your prayers will be answered.
"
3-2591408.jpg,,"Every day is a gift from God.
"
4-963713.jpg,,"Where the Spirit of the Lord is, there is freedom.
"
5-1834399.jpg,,"When you stress it, pray about it.
"
6-3756718.jpg,,"Thank you God for another day.
"
7-849403.jpg,,"At the right time, I, the Lord, will make it happen.
"
8-345522.jpg,,"God says you are more than a conqueror.
"
9-3584430.jpg,,"Go to God first.
"
10-1643113.jpg,,"I can do all things through Him who strengthens me.
"
11-3225517.jpg,,"God's word never fails.
"
12-2683365.jpg,,"God is greater than your fears.
"
13-1144687.jpg,,"God is greater than the highs and lows.
"
14-3464632.jpg,,"He is risen.
"
15-1517162.jpg,,"God's ways > my ways
"
16-1287145.jpg,,"No prayer is too small for God.
"
17-2583833.jpg,,"I am not lucky, I am blessed.
"
18-147411.jpg,,"I will refresh the weary and satisfy the faint.
"
19-2402995.jpg,,"Jesus loves you on your bad days too.
"
20-2591408.jpg,,"With God all things are possible.
"
21-1450082.jpg,,"Put your trust in the one who holds it all.
"
22-1834407.jpg,,"Keep God first.
"
23-2662116.jpg,,"God, thank you.
"
24-2440021.jpg,,"God is always on time.
"
25-884547.jpg,,"God heard you. Be patient.
"
26-1078983.jpg,,"Thank God before it happens.
"
27-1785493.jpg,,"God will never let you down.
"
28-849403.jpg,,"Jesus heals.
"
29-2524874.jpg,,"God is patient with you.
"
30-2310641.jpg,,"I will strengthen you and help you.
"
31-1179229.jpg,,"God makes no mistakes.
"
32-3464632.jpg,,"Love never fails.
"
33-1770809.jpg,,"I have hidden your word in my heart.
"
34-4064432.jpg,,"Always be joyful. Never stop praying.
"
35-3225517.jpg,,"Don't worry about the future.
"
36-1770809.jpg,,"Less on me, more of him.
"
37-1450082.jpg,,"Focus on God.
"
38-3225517.jpg,,"God has a plan.
"
39-2627945.jpg,,"God is with you.
"
40-2437295.jpg,,"Jesus changes everything.
"
41-1834407.jpg,,"My future is in God's hands.
"
42-1496373.jpg,,"God is for you.
"
43-3584430.jpg,,"Lord, guide me in every situation.
"
44-1517162.jpg,,"God is fighting for you.
"
45-963713.jpg,,"Don't forget to pray today.
"
46-2662116.jpg,,"Pray in the good times too.
"
47-1450082.jpg,,"Every word of God proves true.
"
48-1517162.jpg,,"God so loved.
"
49-3227984.jpg,,"Be anxious for nothing.
"
50-1459534.jpg,,"One prayer can do a lot.
"
51-2387873.jpg,,"Lord, guide me.
"
52-1819631.jpg,,"Abide in Him.
"
53-345522.jpg,,"God's plan is worthy waiting for.
"
54-675764.jpg,,"Choose worship over worry.
"
55-3756718.jpg,,"God is always with you.
"
56-2683365.jpg,,"God's plan, not mine.
"
57-3227984.jpg,,"Prayer is a relationship with God.
"
58-1144687.jpg,,"When you wake up, pray.
"
